CNES,NOME FANTASIA,UF,MUNICIPIO
9176713,FISIOFABRE,SC,SAO JOAQUIM
7695578,CIA DA SAUDE,SC,SAO JOAQUIM
9829644,SABIN MEDICINA DIANOSTICA,SC,TUBARAO
9040986,CENTRAL DE REGULACAO MUNICIPAL AMBULATORIAL,SC,BOM JESUS DO OESTE
7682255,KLP PROTESE DENTARIA LTDA ME,SC,CRICIUMA
7396333,NEUROSUL,SC,CRICIUMA
7533977,ONKOLOGICA,SC,CRICIUMA
7569653,SOS CORACAO SS,SC,CRICIUMA
7752105,OCULOLASER,SC,CRICIUMA
9088865,SEST SERVICO SOCIAL DO TRANSPORTE,SC,CRICIUMA
9433821,REVITALLE FISIOTERAPIA E PILATES,SC,CRICIUMA
9819371,CLINICA MEDICA CORAL,SC,CRICIUMA
9825606,DR EDUARDO ROCHA CLINICA MEDICA LTDA,SC,CRICIUMA
2668343,FABIO MACHADO,SC,JOINVILLE
7522339,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GARUVA,SC,GARUVA
7450540,EDUARDO DONATO EING ENGELKE BACK,SC,JOINVILLE
7519370,EDUARDO SALDANHA,SC,JOINVILLE
7679696,EM DIA CLINICA DE ENDOCRINOLOGIA METABOLOGIA E DIABETES,SC,JOINVILLE
9741275,EDUARDA JULIANA HENN GODINHO,SC,JOINVILLE
7428340,EUGENIO BRODBECK CHAVES,SC,JOINVILLE
7532954,ENDOKLINIK,SC,JOINVILLE
7771401,ESPACO CORPORE SAUDE E ESTETICA,SC,JOINVILLE
7828853,ESPACO NASCENDIS CLINICA DE PSICOLOGIA,SC,JOINVILLE
7915284,EVIDENT ORTODONTIA E CLINICA GERAL JOINVILLE,SC,JOINVILLE
7977093,ESTHERIA DRACZYNSKI STOCK,SC,JOINVILLE
7984073,ESPACO CLIN HRHDS,SC,JOINVILLE
9034242,ESPACO PSICO,SC,JOINVILLE
9295755,ESPACO MATURIDADE CIENCIA E HUMANISMO,SC,JOINVILLE
9322752,ENFEMED SERVICOS MEDICOS,SC,JOINVILLE
9528490,ESPACO CLIN CENTER,SC,JOINVILLE
9578196,ESPACO SANTE,SC,JOINVILLE
9627367,ESPACO SAUDE TUPY,SC,JOINVILLE
7494793,GILBERTO WANDERLEY NAVARRO LINS NETO,SC,JOINVILLE
7627017,FERNANDA REGINA LEMOS BEBBER DOUAT,SC,JOINVILLE
7706154,GUILHERME SEARA MULLER,SC,JOINVILLE
7900430,GASTAO SCHWARZ,SC,JOINVILLE
7985835,FS SERVICOS GERIATRICOS,SC,JOINVILLE
9035710,GEORGIA CARDOSO DE SOUZA,SC,JOINVILLE
9108947,GHANEM LABORATORIO CLINICO,SC,JOINVILLE
9147306,FISIOFORM FILIAL SUL,SC,JOINVILLE
9175342,FISIOMASTER,SC,JOINVILLE
2641623,OFTALMOCLINICA,SC,BRUSQUE
9037144,DRA ANA CECILIA,SC,JARAGUA DO SUL
9539271,EDUARDA SCHRAMM,SC,JARAGUA DO SUL
9093605,REAUDI REABILITACAO AUDITIVA,SC,JARAGUA DO SUL
9723838,ELAINE RAQUEL PEREIRA GOULART,SC,JARAGUA DO SUL
9829415,GOBBATO SERVICOS MEDICOS,SC,JARAGUA DO SUL
9836993,JULIANA SPIES,SC,JARAGUA DO SUL
9655190,CLINICA DE ODONTOLOGIA DRA MELISSA QUINALHA,SC,BRUSQUE
9027831,CLINICA TOP TEAM,SC,BRUSQUE
9314040,CLINICA SANTA RITA,SC,BRUSQUE
9089977,DEMAY,SC,BRUSQUE
7462786,PRIME DIAGNOSTICO POR IMAGEM,SC,BRUSQUE
7619855,CLINICA ESPACO CERTO,SC,BRUSQUE
9254323,ODONTOCLINIC,SC,BRUSQUE
9459154,SOMA DIAGNOSTICOS POR IMAGEM,SC,BRUSQUE
7605161,CLINICA DR PAULO DE OFTALMOLOGIA,SC,BRUSQUE
9649867,ORTO COMPANY,SC,BRUSQUE
9155155,DANIELLE GUTIERRES CLINICA MEDICA,SC,BRUSQUE
9465952,COPPINI CLINICA MEDICA,SC,BRUSQUE
9069801,MORAIS DAL BO DIAGNOSTICO POR IMAGEM,SC,BRUSQUE
7753020,HABEAS CORPUS CLINICA MEDICA LTDA,SC,BRUSQUE
9469729,ORTOCENTRO,SC,BRUSQUE
9833056,GSS CLINICA MEDICA EIRELI,SC,CRICIUMA
9834699,CLINICA MEDICA CRIAR S S LTDA,SC,CRICIUMA
9834850,CONSULTORIO NEUROLOGICO DOUTORA AMANDA BITTENCOURT,SC,CRICIUMA
9088385,FUNDACAO PRO RIM VIDA CENTER,SC,JOINVILLE
9839615,CONSULTORIO RUDSON MEDEIROS DA SILVA,SC,FLORIANOPOLIS
9838163,BARBARA BRANDT ODONTOPEDIATRIA,SC,FLORIANOPOLIS
9180907,GRAO DE GENTE CLINICA PEDIATRICA,SC,JOINVILLE
9248838,F COACHING MEDICINA E NUTRICAO,SC,JOINVILLE
9256881,FASEL SERVICOS MEDICOS,SC,JOINVILLE
9295925,FISIOLIVE,SC,JOINVILLE
9317309,FERNANDA OTTONELLI WERNER,SC,JOINVILLE
9411585,GLAUCO SANTOS DE ALMEIDA,SC,JOINVILLE
9505121,FISIO LEMOS,SC,JOINVILLE
9698213,GOMED MEDICINA OCUPACIONAL ASSISTENCIAL E EXAMES,SC,JOINVILLE
9820787,CLINICA BUCAREIN,SC,JOINVILLE
7419104,IMPACTO CLINICA DE NUTRICAO ESPORTIVA E SUPLEMENTOS,SC,JOINVILLE
7482515,HF MAXILOFACIAL,SC,JOINVILLE
7503474,HELENA MARIA ANTUNES PAIANO,SC,JOINVILLE
7530137,IMAGEM X RADIOLOGIA TOMOGRAFIA E DIAGNOSTICO ODODNTOLOGICO,SC,JOINVILLE
7551290,ICARO RADIOLOGIA,SC,JOINVILLE
7571100,IMAGEM X RADIOLOGIA MATRIZ,SC,JOINVILLE
7598165,ITAMEDI ASSESSORIA E CONSULTORIA,SC,JOINVILLE
7673957,HALLO SAUDE ODONTOLOGICA,SC,JOINVILLE
7683685,HUGO LUIS GOMES CAMPEZATO,SC,JOINVILLE
7689012,INSTITUTO VENTURA,SC,JOINVILLE
7717237,INSTITUTO PRISCILA ZANETTE,SC,JOINVILLE
7763395,HR CARDIOLOGIA,SC,JOINVILLE
7863675,ICARE,SC,JOINVILLE
7939434,HUB LASER,SC,JOINVILLE
9084878,IMAXIMA EXCELENCIA EM RADIOLOGIA,SC,JOINVILLE
9108092,INTEGRAR CLINICA DE PSICOLOGIA,SC,JOINVILLE
9158456,INSPIRA ORAL HEALTH CENTER,SC,JOINVILLE
9318690,INSTITUTO MEDICO FERREIRA,SC,JOINVILLE
9357211,HARITSCH SERVICOS MEDICOS,SC,JOINVILLE
9426566,IAN EDUCACIONAL,SC,JOINVILLE
9470662,IES,SC,JOINVILLE
9617523,ICC JOINVILLE,SC,JOINVILLE
9636021,INSTITUTO BETEL DE SAUDE,SC,JOINVILLE
9725725,ISABEL PATRICIA SZEPANIUK,SC,JOINVILLE
9824650,UNIMED PERSONAL,SC,ARAQUARI
9831258,GUILHERME KOERICH,SC,BLUMENAU
9828451,ADHARA CLINICA MEDICA,SC,BLUMENAU
9832718,AUDIOLOGIC CLINICA DE FONOAUDIOLOGIA EIRELI,SC,SAUDADES
9695257,BEM ESTAR SAUDE E ESTETICA AVANCADA,SC,NOVA TRENTO
9830774,UNIDADE CENTRO,SC,FLORIANOPOLIS
9834680,DIRCKSEN NEUROLOGIA,SC,FLORIANOPOLIS
7836910,CONSULTORIO ODONTOLOGICO DR EDUARDO KNABBEN ORTELLADO,SC,GRAVATAL
7890699,HEITOR VIEIRA ZAPPELINI,SC,GRAVATAL
9094407,TERMAS LAB,SC,GRAVATAL
9829032,INFECTOLOGIA SUL CATARINENSE,SC,GRAVATAL
9829997,SOUZA CESAR SERVICOS MEDICOS LTDA,SC,GRAVATAL
9491031,CENTRAL DE REGULACAO MUNICIPAL AMBULATORIAL,SC,GRAVATAL
7434642,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE GRAVATAL,SC,GRAVATAL
9832734,ANA PAULA MAZZUCO,SC,TUBARAO
7874189,LAB PROLL MED PSC ANITA GARIBALDI,SC,JOINVILLE
7898746,L A CLINICAS INTEGRADAS,SC,JOINVILLE
7918046,LAB KN PSC MED CLINICAS,SC,JOINVILLE
7918089,LAB KN PSC FEMINA,SC,JOINVILLE
7928378,LAB GIMENES PSC LIVON,SC,JOINVILLE
7928424,LAB GIMENES PSC IOT,SC,JOINVILLE
7928505,LAB GIMENES PSC IGED,SC,JOINVILLE
7943199,LAB GHANEM PSC SHOPPING MUELLER,SC,JOINVILLE
7943210,LAB GHANEM PSC JOAO COSTA,SC,JOINVILLE
7943245,LAB GHANEM PSC COSTA E SILVA PRONTOMED,SC,JOINVILLE
9054804,LAB KN PSC BOM RETIRO,SC,JOINVILLE
9116877,LAB PROLL MED PSC CENTRAL,SC,JOINVILLE
9116885,LAB PROLL MED PSC PIRABEIRABA,SC,JOINVILLE
9116990,LAB PROLL MED PSC CENTRO MEDICO,SC,JOINVILLE
9141308,LAB GHANEM PSC AVENTUREIRO,SC,JOINVILLE
9158308,LAB GHANEM PSC SADALLA,SC,JOINVILLE
9158316,LAB GHANEM PSC CLINICA MULHER,SC,JOINVILLE
9158332,LAB GHANEM PSC BOA VISTA,SC,JOINVILLE
9158375,LAB GHANEM PSC POPULAR,SC,JOINVILLE
9158383,LAB GHANEM PSC SOCIAL SAUDE,SC,JOINVILLE
9162399,LAB GHANEM PSC GASTROCENTER,SC,JOINVILLE
9347224,LAB GHANEM PSC TUPY,SC,JOINVILLE
9347232,LAB GHANEM PSC DOCTOR AGAPE,SC,JOINVILLE
9385509,LAB GHANEM PSC LAK,SC,JOINVILLE
9501460,LABORATORIO SANTA SOPHIA PSC JOINVILLE,SC,JOINVILLE
9561544,LABORATORIO BOM JESUS PSC JOINVILLE,SC,JOINVILLE
7626347,CENTRO TERAPEUTICO VIDA,SC,BLUMENAU
9661255,LABORATORIO PASTEUR DE ANALISES CLINICAS,SC,LEBON REGIS
9093052,PEREGO ODONTOLOGIA,SC,LEBON REGIS
9473807,CENTRAL DE REGULACAO LEBON REGIS SC,SC,LEBON REGIS
9814868,LEIDI DAYANE BRESSAN,SC,FRAIBURGO
9828443,DERMAODONTO,SC,TIJUCAS
9837736,ACADEMIA DA SAUDE DE CAPAO ALTO,SC,CAPAO ALTO
9186026,MAGNIFICAT,SC,BALNEARIO GAIVOTA
2667819,LIGIA IRENE OSOWSKI NUNES,SC,JOINVILLE
3141527,COELHO FISIOTERAPIA,SC,ITAJAI
2544687,CLINICA ENIO ZIMMERMANN,SC,ITAJAI
5726123,CLINICA BEM VIVER RESTAURANDO VIDAS,SC,CAMBORIU
2538644,LUIZ ROBERTO C DALLA COSTA,SC,CHAPECO
2305658,UNIDADE DE SAUDE CENTRAL,SC,PRAIA GRANDE
7664885,KATIA REGINA RAMOS,SC,JOINVILLE
7735464,JUNQUEIRA LUCHESI SERVICOS MEDICOS,SC,JOINVILLE
7817622,KARLA VILHALBA PAMPLONA,SC,JOINVILLE
7865465,MARA LUCIA HAUFE,SC,JOINVILLE
7869940,JMB SERVICOS MEDICOS,SC,JOINVILLE
7899688,MAHON NOLETO SERVICOS MEDICOS,SC,JOINVILLE
7900783,MARCOS ERNESTO BACHTOLD,SC,JOINVILLE
9090037,JULIANA MARIA ZUCCO VIESI,SC,JOINVILLE
9104186,MA SERVICOS MEDICOS SANTA MARIA,SC,JOINVILLE
9142215,MAIS SAUDE ASSISTENCIA DOMICILIAR,SC,JOINVILLE
9143068,JULIANA SOETH,SC,JOINVILLE
9157719,MARGARETH LIEZ SAAD,SC,JOINVILLE
9167579,JPM SERVICOS MEDICOS,SC,JOINVILLE
9211578,JC MED,SC,JOINVILLE
9212833,KATIANE KAZUZA TERAPIA OCUPACIONAL,SC,JOINVILLE
9234772,J NAKASSA SERVICOS MEDICOS,SC,JOINVILLE
9307567,JAQUELINE SCHMITZ,SC,JOINVILLE
9380329,JANNE YOSHICA WATANABE,SC,JOINVILLE
9565981,JOAO CESAR DA ROCHA SANTOS,SC,JOINVILLE
9596763,MARCO ANTONIO LOPES BRAGA,SC,JOINVILLE
9636064,JEAN FRANCISCO KIPPER,SC,JOINVILLE
7701349,LAB PROLL MED PSC VILA NOVA,SC,JOINVILLE
9846654,UNIDADE BASICA DE SAUDE DR JOSE ABILIO MACHADO FILHO,SC,JARAGUA DO SUL
9846530,CONSULTORIO ODONTOLOGICO DR RAFAEL STREIT,SC,JARAGUA DO SUL
9845321,APOIO CONSULTORIA EDUCACIONAL E HUMANA,SC,BLUMENAU
9826971,ACADEMIA DA SAUDE,SC,LAGUNA
9843779,FARMACIA BASICA MUNICIPAL DE CANOINHAS,SC,CANOINHAS
9842594,PICS CENTRO DE PRATICAS INTEGRATIVAS NO SUS,SC,SAO BENTO DO SUL
9842578,FARMA SESI FM 505,SC,SAO BENTO DO SUL
9842616,CLINICA BAZZANEZE,SC,SAO BENTO DO SUL
9074449,LILIAN CIPRIANO KAUTNICK,SC,JOINVILLE
9654739,LILIAN MICHELLE RIECK TAVARES,SC,JOINVILLE
7562047,LUMIUS DIAGNOSTICO,SC,JOINVILLE
7636458,LUA INAIE GONCALVES MARCANTONI,SC,JOINVILLE
7662939,LAYLA PEREIRA LOBATO CAMPOS,SC,JOINVILLE
7761791,LUDMILLA LUZ CARGNIN,SC,JOINVILLE
7830270,LARICE SILVA BARRETO,SC,JOINVILLE
7831595,LAILA QUEREM TRIBUCI,SC,JOINVILLE
7899793,LEQUILIBRE,SC,JOINVILLE
7941870,LUIZ SANTOS DE FREITAS,SC,JOINVILLE
9009930,LIBRA ASSISTENCIA MEDICA,SC,JOINVILLE
9079505,LEVY ANDRE SERVICOS MEDICOS,SC,JOINVILLE
9254331,LORENZI FERREIRA ODONTOLOGIA,SC,JOINVILLE
9270035,LAR SAO MIGUEL E HOTEL DO IDOSO,SC,JOINVILLE
9757848,LUCIANA BUTIGNOL DADALTO,SC,JOINVILLE
9764119,PRISCILA DA SILVA DORNELES,SC,JOINVILLE
9768947,OMAR PACHECO CARDOSO,SC,JOINVILLE
9782923,QUALIREDE,SC,JOINVILLE
9782931,QUALIREDE,SC,JOINVILLE
9783318,PSICOLOGA CAMILA,SC,JOINVILLE
9838899,SANTE CLINICA MEDICA,SC,JOINVILLE
9839860,IDEAL DENT,SC,BALNEARIO BARRA DO SUL
9840427,BRUNO MALVEZZI PRETTI,SC,JARAGUA DO SUL
9840435,SARAH EL AQUAR PRETTI,SC,JARAGUA DO SUL
9840958,THAIS STRALIOTTO LEBTAG,SC,JARAGUA DO SUL
9840966,LEBTAG SERVICOS MEDICOS,SC,JARAGUA DO SUL
9836462,SANCHES MEDICINA E ODONTOLOGIA LTDA,SC,SAO MIGUEL DO OESTE
9600515,RODRIGO KUNTZE DE SOUZA,SC,TIMBO
9364994,CENTRAL DE REGULACAO DE TIMBO,SC,TIMBO
9809740,GLAUCO MIRANDA,SC,TIMBO
7771843,ALVAREZ ODONTOLOGIA,SC,TIMBO
7655851,CONSULTORIO ODONTOLOGICO DE CASSIANA BITTENCOURT PINHEIRO,SC,TIMBO
9602720,EDUARDO MULLER,SC,TIMBO
9354786,OTODERMA,SC,TIMBO
9544704,FREITAG LABORATORIOS,SC,TIMBO
7878559,KEO KRETZSCHMAR ESPECIALIDADES ODONTOLOGICAS,SC,TIMBO
7510101,ROBSON ANTONIO PALMA,SC,TIMBO
7986726,OASE FISIOTERAPIA HOSPITALAR,SC,TIMBO
9201661,UROCLINICA TIMBO,SC,TIMBO
9203982,NEFROCARE,SC,TIMBO
9277277,CRISTINA REUTER,SC,TIMBO
9344985,VIDAS,SC,TIMBO
9531823,JCS SAUDE,SC,TIMBO
7759355,SERVICO SOCIAL DA INDUSTRIA,SC,TIMBO
7812302,LUIZ OTAVIO FARIAS,SC,TIMBO
9121633,MARCEU FLORES PINTO,SC,TIMBO
9212140,CCCO CENTRO OFTALMOLOGICO TIMBO,SC,TIMBO
9212159,PRONTO OTORRINO,SC,TIMBO
7935412,CLINICA DE NUTROLOGIA LOUREIRO LTDA,SC,TIMBO
7992343,CLINICA BELA PELE DERMATOLOGIA,SC,TIMBO
9265090,CLINICA VALE EUROPEU,SC,TIMBO
7545533,CLINICA MEDICA HOFFMANN MONDADORI,SC,TIMBO
9251901,ALEXANDRE DANTAS LOPES,SC,TIMBO
9450793,MARCO GUERRA,SC,TIMBO
9698612,CLINFONO,SC,TIMBO
7799152,ANGIOMED,SC,TIMBO
7941439,CHEILA CRISTINA GIOTI PEREIRA,SC,TIMBO
9335366,DR FAZ SAUDE,SC,TIMBO
9309934,ANDERSON WEBER BOCCA,SC,TIMBO
9093907,ALYNE SCHULZ,SC,TIMBO
9523804,LUCIANO MAXIMO DA SILVA,SC,TIMBO
9527915,HMC OFTALMOLOGIA,SC,TIMBO
9527958,HAMILCAR MACHADO CORDEIRO,SC,TIMBO
7528418,CLINICA MULHER,SC,TIMBO
7515219,DETROIT,SC,ITAJAI
9151680,DGAYA SERVICOS MEDICOS,SC,TIMBO
9608133,CHRISTIAN ALISSON PEREIRA GONCALVES,SC,ITAJAI
9505288,CLINICA SORRISO E VIDA,SC,ITAJAI
7839839,CLINICA QUALITY IMAGEM EIRELI,SC,ITAJAI
7568231,BUCAL VIP ODONTOLOGIA LTDA ME,SC,ITAJAI
9512896,CLINICA ALEMA,SC,ITAJAI
9439498,CLINICA ODONTOLOGICA AMOR SAUDE ITAJAI,SC,ITAJAI
9475478,CLINICA MEDICA AMOR SAUDE ITAJAI,SC,ITAJAI
9372903,CARLOS HENRIQUE DOS SANTOS,SC,ITAJAI
7877552,CARLOS ALBERTO DE SOUSA BRITO JUNIOR,SC,ITAJAI
9450165,CONSULTORIO DE ODONTOLOGIA ITAJAI,SC,ITAJAI
9450203,CONSULRTORIO DE ODONTOLOGIA ITAJAI,SC,ITAJAI
9450173,CONSULTORIO DE ODONTOLOGIA ITAJAI,SC,ITAJAI
9337458,CLINICA TERAPEUTICA ESSENCIA,SC,ITAJAI
9527117,CLINIPAM,SC,ITAJAI
9286578,DRA CAROLINA,SC,ITAJAI
9180060,CAC CENTRO CENTRO DE AVALIACAO DE CONDUTORES,SC,ITAJAI
7474407,DR JULIANO MENEGAZ FAGUNDES,SC,ITAJAI
9290850,DRA KETLYN BEIMS,SC,ITAJAI
9337873,DANIELE SALES ARRUDA,SC,ITAJAI
9428380,DRHJ SERVICOS MEDICOS,SC,ITAJAI
9676600,EDUARDO DAVILA PEDRINI,SC,ITAJAI
7849753,CUIDAR CHILD CARE EIRELI,SC,ITAJAI
7565666,CAIXA DE ASSISTENCIA DOS ADVOGADOS DE SC,SC,ITAJAI
9159479,CARLA ARAUJO MUNIZ,SC,ITAJAI
7941269,CINCO MOVIMENTO ACUPUNTURA,SC,ITAJAI
9158596,CENTRO GLIA,SC,ITAJAI
9505695,CLAUDIA REGINA SANDRI,SC,ITAJAI
9565523,CENTRO MEDICO LITORAL NORTE,SC,ITAJAI
9747818,CENTRO AVANCADO DE TRATAMENTO DE VARIZES,SC,ITAJAI
7756496,CLINICA FOR SKIN,SC,ITAJAI
7934807,CLINICA HORUS,SC,ITAJAI
9044337,CLINTEMED,SC,ITAJAI
9439994,CLINICA HEUPA,SC,ITAJAI
9506225,CLINICA MOHR,SC,ITAJAI
7649983,CRIOVITA,SC,ITAJAI
7790848,DIGEST CARE,SC,ITAJAI
9203257,DSD ODONTOLOGIA ESPECIALIZADA,SC,ITAJAI
9412018,DENTISTERIE,SC,ITAJAI
9577300,CRISTINE DOS SANTOS POHLMANN,SC,ITAJAI
9174516,DENTILLE ODONTOLOGIA,SC,ITAJAI
7574266,CARLOS AUGUSTO DE LIMA,SC,ITAJAI
9424571,CLINICA ESPACO APRENDER SAUDE EMOCIONAL E DESENVOLVIMENTO HU,SC,ITAJAI
9381244,DOUTOR NIVAM,SC,ITAJAI
7605188,CONSULTORIO ODONTOLOGICO CAMILA PICKERING,SC,ITAJAI
9507280,CATIELE LAIS WUNDER,SC,ITAJAI
7934718,CLINCARE,SC,ITAJAI
7815093,DROGARIA MASTER,SC,ITAJAI
9116052,CLINICA DE ARRITMIA CARDIACA,SC,ITAJAI
7841213,DANIEL ESTEVAO SANTOS DUARTE,SC,ITAJAI
9768319,CLAUDIO ROBERTO LEAL BASTOS,SC,ITAJAI
7474091,CLINICA MEDICA FAZENDA,SC,ITAJAI
9321020,CLINICA POPULAR,SC,ITAJAI
9598693,CLIOMEDICINA OCUPACIONAL E ASSESSORIA,SC,ITAJAI
9110364,DR THIAGO GUIMARAES SILVA MEDICINA ESPORTIVA,SC,ITAJAI
9819886,IPEMI,SC,ITAJAI
9820728,ORAL VALE ODONTOLOGIA,SC,ITAJAI
9827412,ODONTO EXCELLENCE FAZENDA,SC,ITAJAI
9837671,MICHAEL OLIVEIRA LIMA,SC,ITAJAI
7551754,CLINICA DE FISIOTERAPIA ITAJAI S S LTDA ME,SC,ITAJAI
9843582,ALESSANDRO DOS SANTOS WALTRICK,SC,BLUMENAU
7525362,CONTORNO SUL MEDICAL CENTER,SC,ITAJAI
9212329,BRAVA ORTOPEDIA,SC,ITAJAI
9588213,CAMILA NOGARA NUNES,SC,ITAJAI
7955944,CENTRO MEDICO MADRID,SC,ITAJAI
9114068,CLINICA LA SANTE,SC,ITAJAI
9444602,CLINICA PELISSARI,SC,ITAJAI
9026851,CONSULTORIO MEDICO NOGARA,SC,ITAJAI
9169547,DERMATHOS LITORAL,SC,ITAJAI
9506268,ECCOFEMME,SC,ITAJAI
9512403,DANIELLA STEFFEN ARAUJO,SC,ITAJAI
9527133,COSTA AVILA SERVICOS MEDICOS,SC,ITAJAI
9561765,CRISTIANO DO CARMO GALINDO,SC,ITAJAI
9454578,CAC AVALLIARE,SC,ITAJAI
9074627,CLINICA TOTEN DESENVOLVIMENTO HUMANO,SC,ITAJAI
9232494,CLINICA DRA ANDREA VENANCIO,SC,ITAJAI
9606807,CORE CARDIOLOGIA,SC,ITAJAI
7927967,BRUNA LUIZA MAXIMO RAMOS,SC,ITAJAI
9054197,CARLA GIUGNO PIRES,SC,ITAJAI
7621892,CARLOS FERNANDO PHILIPPS,SC,ITAJAI
9506233,DROGARIA BIOATIV,SC,ITAJAI
9605045,DENTALLE CLINICA ODONTOLOGICA,SC,ITAJAI
7967381,REVIVA CAMBORIU,SC,CAMBORIU
9406166,LABORATORIO GIMENES,SC,CAMBORIU
7670087,BRUNO EMILIO BEZ,SC,ITAJAI
9244301,MARIANGELA SCHMITT BONATO,SC,CAMBORIU
9262342,ANA PAULA PELAGIO PUJOL,SC,CAMBORIU
9805486,CAMBORIUMED CLINICA MEDICA E SEGURANCA DO TRABALHO,SC,CAMBORIU
7986432,HIDRO SAUDE,SC,CAMBORIU
9226311,CENTRAL DE REGULACAO MUNICIPAL DE CAMBORIU,SC,CAMBORIU
7688741,ACADEMIA DA SAUDE,SC,CAMBORIU
9409971,CENTRAL DE EXAMES LABORATORIOS CLINICOS,SC,CAMBORIU
9137122,JCL SERVICOS MEDICOS,SC,CAMBORIU
9428976,CITOLAB LABORATORIO DE ANALISES CLINICAS E CITOPATOLOGICO,SC,CAMBORIU
9583475,DASSOLER MEDICAL,SC,ITAJAI
7875622,CENTRO INTEGRADO DE SAUDE,SC,ITAJAI
7596782,CLINICA TERAPEUTICA OURO VERDE,SC,CAMBORIU
7410964,FISIOLIFE,SC,AGUAS DE CHAPECO
9686428,CONSULTORIO MEDICO DE FERNANDA ZENI,SC,AGUAS DE CHAPECO
9837779,D D CLINIC,SC,BRUSQUE
9837760,CAPS INFANTIL,SC,BRUSQUE
7516983,FLAVIANE LORETO DA ROCHA,SC,CHAPECO
9773878,LUCIANA ZANELA MORATELLI DERMATOLOGIA AVANCADA,SC,CHAPECO
9268731,CONSULTORIO DE FISIOTERAPIA UROGINECOLOGICA,SC,CHAPECO
9553185,LUIZ AFFONSO PENSIN EIRELI,SC,CHAPECO
9837787,EXAMES TOXICOLOGICOS LABORATORIO MULLER,SC,BRUSQUE
9650768,LUANA TAYSE SCHAIDT,SC,CHAPECO
9550860,CLINICA MEDICA EDUARDO FRANCISCON LTDA,SC,CHAPECO
9674764,CLINICA GENUS,SC,CHAPECO
9505849,JOAO CARLOS MENTA FILHO CONSULTORIO MEDICO LTDA,SC,CHAPECO
9580239,CLINICA DE PSICOLOGIA ANGELICA MUCELIN,SC,CHAPECO
9573747,CLINICA CARDIOLOGICA BOHNERT,SC,CHAPECO
9552960,CLINICA MEDICA ODONTOLOGICA GUTIERRE MAEDA,SC,CHAPECO
9193693,FERNANDO BONETTO SCHINKO,SC,CHAPECO
7668988,FELIPE DA SILVA,SC,CHAPECO
9715630,CONSULTORIO CURARE,SC,IBIAM
9473742,CENTRAL DE REGULACAO IBIAM SC,SC,IBIAM
7935226,CLINICA COMUNIC,SC,ITAJAI
9006672,LABORATORIO CONTINENTE,SC,ANTONIO CARLOS
7440278,TOPCLIN,SC,ANTONIO CARLOS
9154604,CENTRO DE SAUDE,SC,ANTONIO CARLOS
9606203,MARIA J C RAMOS,SC,ANTONIO CARLOS
9839976,GISELLE BAGNATI FISIOTERAPIA E PILATES,SC,ANTONIO CARLOS
7846738,JOAO NEVES DA FONTOURA JUNIOR,SC,ANTONIO CARLOS
9007598,ART FISIO CONSULTORIO DE FISIOTERAPIA,SC,ANTONIO CARLOS
9716823,RECANTO DO ARVOREDO,SC,ANTONIO CARLOS
9840931,LUIZA NARDI RIGOTTI,SC,FLORIANOPOLIS
9842861,ALVARO AUGUSTO CANELLA VITTO,SC,SAO JOSE
9526315,APAE ESCOLA ESPECIAL ESPERANCA,SC,ALFREDO WAGNER
9423346,SAN ANTONIO SERVICOS MEDICOS,SC,ALFREDO WAGNER
9842098,CARLOS LEONIDAS ESCOBAR GUEVARA,SC,LAGES
9837957,MAIS SAUDE CLINICA DE FISIOTERAPIA,SC,CAPAO ALTO
9840443,ECOUROGIN SERVICOS MEDICOS,SC,GAROPABA
9839690,UNIDADE BASICA DE SAUDE DA FAMILIA ARAUCARIA,SC,SAO JOAQUIM
9839364,NEP NUCLEO DE ESPECIALIDADES PSIQUIATRICAS,SC,TUBARAO
9839526,JESSICA CONSTANTINO DE PAULA,SC,TUBARAO
9840885,MMAIA SERVICOS MEDICOS,SC,TUBARAO
9081925,ACADEMIA DA SAUDE DE PRAIA GRANDE,SC,PRAIA GRANDE
9578900,CENTRAL DE REGULACAO DO MUNICIPIO DE PRAIA GRANDE,SC,PRAIA GRANDE
5025923,CONSULTORIO MEDICO DE MAFRA,SC,MAFRA
2596814,CONSULTORIO ODONTOLOGICO ALEXANDRE ROSSA RIBEIRO,SC,CAMPOS NOVOS
2379643,ESF BOA VISTA COHAB,SC,CAMPOS NOVOS
7480245,CONSULTORIO ODONTOLOGICO ANDERSON VINICIUS WECHINEWSKY,SC,MAFRA
7480334,CONSULTORIO ODONTOLOGICO ANDRE MININI WECHINEWSKY,SC,MAFRA
7511515,GUIMARAES E CARVALHO FONOAUDIOLOGIA,SC,MAFRA
7632398,CONSULTORIO DE PSICOLOGIA SHEILA GRITTI MAGALHAES ESTEVES,SC,MAFRA
7731574,SESI DEPARTAMENTO REGIONAL DO ESTADO DE SANTA CATARINA,SC,MAFRA
7941595,CONSULTORIO ODONTOLOGICO ADRIANO MILET TORUNSKY,SC,MAFRA
7977956,CONSULTORIO ODONTOLOGICO DRA ANDRIA MAYDL CHAICOWSKI,SC,MAFRA
9103368,CONSULTORIO MEDICO DRA JULIANA SCHUSTER SEMMER KRAMBECK,SC,MAFRA
9274359,VALERIA DE OLIVEIRA DIAS EISENBERG PIRES,SC,MAFRA
